experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded
36,6301,466,,8786,401,363
18,27,13431,,14928,7,1026
22,10344,354,,14929,84,237
12,829,9292,,14930,13,2435
37,5301,6674,,7312,4,312
17,27,13432,,14931,4,1667
37,779,976,Analytics,1009,13,1189
80,8908,13433,,14932,4,379
23,12,669,Analytics,684,3,1114
57,10345,13434,,14933,624,73
37,1083,1351,Analytics,1403,15,2190
10,29,4627,,5024,5,104
26,10346,7404,,14934,1678,767
62,6780,8618,,9486,5,2066
14,5610,1101,analytics,7742,48,2347
5,27,11,,14935,6,1575
18,7132,10451,Analytics,11550,11,1881
63,10065,9403,,10373,1645,1589
27,1585,1980,,2090,15,362
16,27,13435,,1021,15,173
22,27,12974,,14936,870,2184
18,10347,13436,,14937,3,1114
4,217,1734,Analytics,1817,14,1125
1,10348,13437,,12203,15,1038
12,6658,8443,,4301,13,123
20,6473,8210,Analytics,9055,5,2542
50,1178,1468,,1533,6,1035
3,10151,231,analytics,14623,13,104
20,3648,4558,analytics,4950,4,2672
17,10349,13438,,14938,1679,1916
54,27,13439,,8797,5,1623
35,6877,259,analytics,9624,447,2630
12,10350,13440,,14939,13,2373
6,3662,4576,,4969,49,1950
6,9788,539,,14082,132,1519
46,4779,6024,,6565,4,2718
35,10351,11780,,13039,13,484
35,10352,13441,,14940,858,2099
45,10353,13442,,14941,4,2039
27,730,915,,944,4,2317
11,27,6141,,6705,935,667
15,10354,13443,Analytics,14942,4,579
26,4973,447,,6826,75,974
23,2099,2627,,2804,6,2492
14,9623,1838,,13839,7,744
8,3814,70,,5204,5,566
39,4780,612,Analytics,6566,6,963
15,27,5484,,5966,4,970
47,678,851,,876,13,517
37,7874,10057,,11106,6,2705
24,8969,11580,Analytics,12823,4,603
16,10355,13444,,14943,13,2010
40,27,5024,,86,1680,824
35,10356,13445,,14944,4,1526
23,10357,13446,,14945,281,567
40,10358,13447,,14946,581,217
12,1155,6457,analytics,7069,11,662
35,10359,13448,,14947,1681,1147
12,9507,12311,analytics,13649,1051,148
27,9776,12654,,14065,22,1172
24,8892,3587,,12704,7,105
20,27,12022,,13306,22,972
15,10360,13449,,14948,22,2055
26,7008,8918,,9810,580,1685
45,10361,13450,,14949,13,676
45,2572,466,Analytics,3441,563,553
24,2586,10529,,11642,4,2066
11,3495,4374,Analytics,4741,7,515
57,9302,12053,,13348,1546,2
44,7205,9188,,10113,4,1682
18,2824,3540,Analytics,3806,13,2447
35,625,1653,,10583,43,1881
27,7066,8999,,9904,5,2239
17,7726,9850,,10893,5,797
15,10362,13451,,14950,3,1639
24,319,399,Analytics,408,14,1126
20,6531,8288,,9135,171,939
17,889,1119,,14951,47,907
14,10363,13452,,14952,13,1714
4,3842,4819,,5241,4,1405
13,10364,13453,,14953,22,1082
22,10365,2759,,13968,13,104
21,6786,8626,Analytics,9493,4,2641
33,3487,4365,Analytics,4730,22,2350
6,632,792,,813,5,428
22,5561,7003,Analytics,7673,13,1936
23,4349,5490,,5944,7,811
59,27,1639,,1717,7,104
20,27,13454,Analytics,14954,5,423
16,6997,8902,,9791,4,570
63,8022,10265,analytics,11351,5,733
9,7623,9718,,10737,57,1116
11,27,13455,,14955,5,713
23,9739,12608,analytics,14005,1561,582
18,27,1973,Analytics,14207,4,104
53,10366,433,,14956,333,913
8,5606,7059,Analytics,7734,5,1717
20,27,2939,ANALYTICS,3147,13,424
66,4288,5417,,5892,5,2167
10,3795,4762,,5177,6,1581
35,5274,8964,,7275,4,1093
1,27,11,,14957,15,1058
27,10367,13456,,14958,13,1449
30,3784,4747,,5161,15,517
92,5860,7389,,8111,22,1145
26,27,13457,,14959,48,917
37,702,881,,906,221,2407
24,7780,9916,Analytics,10965,22,2118
12,419,8949,,9844,3,1862
13,27,13458,,14960,178,1856
27,10368,13459,,14961,1682,2672
4,7973,10199,analytics,11270,14,575
40,27,13460,,14962,3,2470
40,8637,11116,,12299,5,1688
12,4252,11,Analytics,5836,49,2716
93,1663,2084,,2206,113,618
22,27,1991,,2104,91,104
6,10369,5872,,14963,3,1226
67,8950,11556,,12796,25,430
54,27,13461,,5630,22,2679
15,10370,13462,,14964,5,1763
19,9511,12319,,13655,271,1387
14,6418,8127,,8968,4,987
18,2311,2883,analytics,3081,78,387
8,858,10349,,11442,22,369
49,8115,10400,Analytics,11493,4,1114
39,27,82,,82,4,159
26,2863,3588,,3856,13,26
24,8776,13463,,12530,7,516
61,8703,11218,,12410,13,1113
6,7867,10044,,11091,27,2036
53,10371,13464,,14965,4,223
13,9614,12461,,13825,1589,426
6,7410,9444,,10419,4,84
26,3232,256,,4381,658,622
6,27,10664,Analytics,5327,7,594
5,27,10946,Analytics,12105,4,104
26,27,11,,12786,4,2489
47,9066,11718,,12962,22,141
15,1662,11512,,12744,4,1425
35,27,13264,,2979,1661,339
17,8485,10920,,12077,739,738
35,27,2945,,3155,7,1884
16,4231,5331,,5797,209,244
50,27,13465,Analytics,14966,13,1548
17,9435,12218,,13542,4,2258
37,961,1211,,1253,282,786
1,5706,13466,,14967,673,205
13,10372,13467,,14968,11,1886
20,27,4699,,5106,67,406
19,3433,4294,,4650,7,866
30,6615,8393,,9251,3,66
47,5228,6581,,7210,612,1200
18,10373,13468,,14969,15,445
9,8632,11110,,12293,22,1574
18,27,5543,Analytics,6029,13,1715
22,4878,6132,,6696,4,1129
6,10374,13469,Analytics,14970,355,122
56,27,10268,,11354,4,419
52,2629,3282,,3524,22,2402
57,27,11876,,3962,1683,139
6,818,1026,,1057,3,1580
6,4089,13182,,14646,4,478
23,10375,440,,14971,113,2274
15,2405,2986,,3202,15,1032
22,27,7500,,1732,67,2297
12,27,388,Analytics,396,4,104
26,523,3313,Analytics,668,5,1114
53,27,13470,,14972,1684,169
9,10376,13471,,14973,13,762
12,27,4624,,5020,22,1010
37,27,13472,,14974,15,2358
5,27,10347,analytics,6427,4,1199
9,426,6502,Analytics,7122,847,740
15,27,13473,,14975,10,1770
53,27,9147,,921,7,2138
6,3860,4842,,5267,758,2106
6,5180,6522,,6100,4,412
22,27,105,Analytics,14897,22,104
37,6894,13474,,14976,4,493
56,7374,9391,,10360,67,740
21,27,3261,,3503,32,1092
24,27,6055,,6603,4,746
23,3057,3827,Analytics,4133,13,847
18,10377,13475,,14977,137,894
26,4477,13476,,14978,5,1114
13,10378,13477,,14979,7,2018
14,8487,396,analytics,12081,15,104
30,10379,13478,,14980,5,2001
17,1440,6523,Analytics,14981,3,1115
37,27,13479,,14982,15,2119
30,6628,8408,,9267,11,1631
43,10380,2101,,2223,4,105
22,1031,1297,,1346,57,1272
37,9170,11865,,13133,4,655
22,4775,6022,Analytics,6561,13,599
46,10381,13480,,14983,108,1997
35,9276,868,ANALYTICS,13310,1469,64
13,272,344,Analytics,349,110,505
56,2369,2946,,3156,7,2304
63,10382,13481,,14984,15,1646
17,889,1119,,1155,47,908
40,27,13482,,14985,34,246
26,10383,13483,,14986,13,999
14,10384,13484,,14987,4,1297
17,27,13485,,14988,4,1029
46,3988,5010,Analytics,5434,11,1114
37,10385,13486,,14989,249,1988
45,453,567,,14990,160,2353
24,9982,12924,,14366,4,1141
36,922,8851,,9739,5,1743
16,1703,2136,,2263,75,34
5,27,13487,,14991,6,735
15,27,13488,Analytics,14992,4,1525
35,27,2036,,14993,13,2022
50,102,121,analytics,1152,91,773
17,27,1359,,1413,49,2675
35,1272,1589,,1664,4,908
62,6448,8174,Analytics,9014,4,1682
23,205,245,Analytics,249,6,690
27,4255,5370,,5839,4,1330
22,828,1037,Analytics,1069,13,2677
20,2985,3735,,7461,4,454
6,5180,10197,,11268,4,478
87,27,1937,,2042,4,379
27,1995,2491,,2657,4,1799
27,5796,7312,,8019,546,700
25,27,401,,14364,1632,2138
10,10386,13489,,14994,3,1881
10,27,3730,,14995,289,800
35,3782,1617,analytics,5159,743,1585
50,7521,9572,,10574,45,276
81,2156,2696,,2878,67,740
40,10387,13490,,14996,8,1930
15,10388,13491,,14997,4,1062
13,955,13492,,1247,280,2400
22,4166,5237,,5695,5,1106
18,10025,12994,,14441,96,2400
18,27,2547,,2714,7,104
12,1135,1420,,3269,319,2330
16,9047,11689,,12934,16,1734
18,27,1199,Analytics,4250,13,104
9,3839,259,,12425,13,2150
27,1217,1522,Analytics,1591,11,1862
9,6405,13493,,14998,4,1057
27,5798,7315,Analytics,8023,6,1970
53,10389,13494,,14999,5,1305
11,10390,13495,,15000,497,1631
35,7363,9380,,10348,1263,209
76,5479,6916,Analytics,7569,15,2453
18,5573,7018,Analytics,7692,13,908
8,5140,6473,analytics,7087,15,2453
37,10391,13496,,15001,13,2428
21,27,10291,,11378,4,1858
33,2746,3433,,3689,4,2384
35,4226,5327,,5792,4,2672
3,6942,8831,,9721,4,66
16,10152,13159,,14624,281,2046
4,2520,3138,,8940,3,2239
40,27,5095,,11029,178,587
27,8556,11014,,12183,330,57
35,10392,13497,,15002,13,2621
16,2048,2565,Analytics,2733,4,1051
22,4419,2323,Analytics,6074,82,95
23,8763,5204,,15003,13,690
4,10393,13498,,15004,1460,2105
31,27,13499,,7255,1685,2093
56,27,5077,Analytics,5508,786,2577
22,10394,13500,,15005,22,1857
35,27,12160,,5468,22,917
35,9570,12399,Analytics,13755,4,1682
18,27,2761,Analytics,14685,4,104
59,27,13501,,15006,774,1083
13,272,344,Analytics,349,110,505
16,4266,5383,,5853,828,2491
27,8230,10551,,11667,22,1556
10,1886,10483,Analytics,11591,49,1646
26,10395,13502,,15007,455,558
12,1643,2995,,3212,5,740
23,27,13393,,14885,7,2700
17,10396,13503,,15008,4,668
39,8122,10410,,11502,15,1235
20,5794,7310,,8017,4,1250
35,9681,12538,Analytics,13917,4,1710
56,10070,3221,,14510,13,1564
14,1504,1872,,1970,14,841
36,7261,9255,Analytics,10197,11,956
13,9934,12866,,14301,13,2398
46,10397,13504,,15009,49,548
30,10398,13505,,15010,51,2437
35,8879,1101,,12678,4,2692
5,10399,13506,,15011,1686,1643
6,5712,7218,,7915,1044,497
26,10400,13507,,15012,67,2425
23,27,13508,Analytics,15013,4,958
22,29,1567,Analytics,1640,4,104
22,10401,13509,,15014,3,1514
57,27,13510,,15015,627,943
47,1297,1625,,1701,4,1029
6,53,56,,56,13,993
26,10402,13511,,15016,15,2672
35,10403,13512,,15017,49,601
27,469,585,Analytics,598,22,2154
54,10404,13513,,15018,108,1630
34,10405,13514,,15019,4,2350
50,2130,2661,,2843,4,1121
19,3155,3959,,4277,5,26
7,159,186,Analytics,189,325,1125
9,27,396,Analytics,15020,7,104
19,27,1047,analytics,1080,247,1796
45,3006,10872,ANALYTICS,12020,1420,2751
6,10406,13515,Analytics,15021,25,1019
35,8048,10302,,11393,4,601
22,27,3855,Analytics,4163,4,1667
6,27,13516,Analytics,15022,287,1854
47,5619,7077,,7756,91,1468
50,3690,13112,,14574,4,1881
46,1155,4136,Analytics,14503,5,662
27,626,13517,,15023,5,564
14,9270,12014,,13296,4,2460
4,8062,10330,,11423,86,2637
24,8857,11426,analytics,12651,4,1881
36,27,10754,,15024,16,2626
50,2856,4827,Analytics,5250,4,2339
14,905,1139,Analytics,1178,22,2115
10,27,1316,,15025,13,1462
26,10407,13518,,15026,4,307
65,3124,3907,,4225,7,1451
23,27,13508,Analytics,15013,4,958
12,605,759,,776,13,2312
12,10408,13519,,15027,4,411
39,6194,10331,,11424,13,611
37,1358,1701,,10742,13,2463
17,6971,13520,,15028,5,2546
65,4707,5946,,6472,31,428
53,27,10594,Analytics,10201,7,2030
20,10409,13521,,15029,1687,941
15,27,1582,Analytics,1656,5,2509
22,10410,343,,15030,7,2565
9,7167,9129,Analytics,10053,4,1114
11,135,10443,Analytics,159,4,1682
31,27,9160,,10083,178,1856
56,9718,12585,,13972,5,797
20,10411,944,,15031,22,1219
22,29,8594,analytics,6884,4,104
27,10242,13286,,14761,7,1535
9,27,9359,Analytics,10323,91,104
12,2610,3260,,3502,7,1535
44,1130,1416,Analytics,1473,13,2600
14,7856,10028,Analytics,11076,15,2592
22,27,13522,,15032,4,146
42,3950,4956,,5383,649,306
25,10412,13523,,15033,5,283
43,6702,8509,,9375,423,1134
19,10413,13524,,15034,15,970
10,2146,4870,Analytics,14392,14,1126
26,3945,4950,Analytics,5376,16,289
53,10414,13525,,15035,5,353
32,10415,13526,,15036,1688,1070
35,517,11,Analytics,658,171,2502
17,7520,459,,10572,4,2492
35,27,1410,Analytics,1468,4,1803
16,7528,9581,,10585,1283,2350
10,514,637,Analytics,6903,4,1129
14,10416,13527,,15037,815,395
37,687,860,Analytics,885,4,2153
9,426,5476,Analytics,547,847,740
24,2989,1950,,4037,3,1115
18,27,483,,495,4,104
30,4050,5087,,5521,108,2149
5,27,13528,,15038,4,179
35,9291,12044,analytics,13330,4,601
16,27,1238,,1282,222,2538
49,8288,10629,analytics,11749,5,942
35,9497,1101,analytics,13636,22,2229
35,10417,13529,,15039,266,604
6,27,13530,,15040,1368,2372
54,3716,567,,5636,160,2353
13,29,1335,Analytics,5625,4,104
17,6713,8525,,9389,5,662
6,10418,13531,,15041,13,935
35,10419,85,analytics,15042,15,666
22,4434,1402,,15043,1689,1146
49,2400,2981,,3195,5,1343
40,27,9377,,10343,1294,1209
17,27,11912,,13190,20,2088
22,5388,6783,Analytics,7428,4,298
12,10420,13532,,15044,4,340
32,4924,6193,,6761,3,2103
11,27,3375,,3626,22,970
39,7388,9414,,10385,5,512
16,27,12263,,13597,6,366
37,27,13533,Analytics,15045,5,1279
15,10421,13534,,15046,7,2395
62,27,9598,,10602,22,1467
24,10422,13535,,15047,13,1489
13,7723,9846,,10889,5,2198
12,9048,11690,,12935,13,2180
18,27,7338,Analytics,11850,4,104
56,10423,13536,,15048,4,1957
26,2248,2815,Analytics,3004,11,1433
9,4844,6094,,6652,13,2435
15,10424,13537,,15049,13,2365
46,6180,1244,,8601,108,1956
26,10425,13538,,15050,4,2190
27,4901,6165,,6732,22,82
1,10426,944,,15051,22,853
6,8759,11298,Analytics,12501,4,2195
12,10427,13539,,15052,5,86
19,27,2262,,2405,5,360
37,7499,9547,,10546,5,1932
22,10428,13540,,15053,4,2672
45,27,647,,15054,48,1326
27,9034,11673,Analytics,12917,22,1051
14,27,13541,,7079,13,104
27,206,10008,,11057,439,2091
15,9241,12508,,13882,4,2413
26,3958,10422,,11516,15,303
22,8377,10767,,11900,7,418
30,9076,11729,,12980,4,1920
22,27,10719,,15055,4,104
14,9914,7961,,14269,7,1195
50,27,13542,,2430,367,670
18,9847,12748,,1504,3,238
14,29,1032,,1064,22,104
19,8478,10910,,12063,4,2154
4,10429,13543,,15056,1690,1530
35,4023,5053,,5481,22,1793
16,27,5321,,5785,818,687
10,10430,13544,analytics,15057,11,1114
50,1188,1482,,1546,194,219
6,1510,11,,1977,4,898
18,27,6140,,6704,4,104
27,10431,13545,,15058,1271,200
1,10432,13546,,15059,13,2141
40,10433,13547,,15060,49,2123
12,8768,415,analytics,12518,13,516
13,27,13548,,15061,236,1880
14,27,13549,,15062,5,302
35,463,578,Analytics,591,22,1928
20,1193,13550,,15063,7,2400
24,284,13412,analytics,14908,40,1114
56,399,11573,Analytics,509,14,1475
9,6038,7627,,8381,1030,1626
27,1186,11799,Analytics,13062,3,1114
39,9313,12067,Analytics,13361,4,517
3,8384,4332,,4693,49,2190
6,27,13551,,10062,32,884
23,7669,9781,,10810,268,2702
6,27,7654,,8411,5,2423
50,27,12241,,13572,4,1766
18,10434,297,,15064,13,167
13,27,13552,,15065,7,178
17,10435,13553,,15066,1691,447
22,27,2038,Analytics,15067,148,328
56,10436,13554,,15068,22,556
36,7039,8966,,9860,5,497
18,5065,6368,,6970,5,534
27,10437,13555,analytics,15069,6,269
6,500,622,,634,1300,1639
35,10438,13122,,15070,22,1176
69,3932,4936,,13197,14,2239
36,27,6893,,15071,4,1072
54,10439,13556,Analytics,15072,86,1093
117,10440,13557,,15073,423,325
39,6794,8636,,9506,1196,2362
16,1531,1908,,2012,13,2523
72,556,694,,710,22,2143
104,7056,10355,,9888,169,1741
17,2516,7617,,8372,5,740
19,7595,9681,,10693,13,690
23,3490,4369,,4734,4,207
47,9746,12616,Analytics,14012,11,1114
12,9017,11648,,12892,3,608
33,6774,8611,,9480,5,1136
10,2838,3557,Analytics,3824,5,104
39,10225,13263,,14738,4,285
83,2744,3431,Analytics,3687,4,1920
30,6195,7833,,8620,4,65
26,27,13558,,15074,310,698
39,6354,8040,,8867,13,2435
31,27,10962,,6879,57,2093
17,10112,13108,,14569,49,299
35,4457,13559,,15075,4,2072
24,27,3586,Analytics,3854,4,104
17,7436,1033,analytics,10456,4,2379
22,27,13560,,15076,34,2511
5,2438,8498,,3253,5,2540
35,8538,10992,Analytics,12154,22,2672
10,27,13561,,15077,67,2064
19,9933,12864,,14299,4,235
6,27,13562,analytics,15078,13,694
5,27,9860,,2942,48,1510
3,10441,4920,,15079,15,2492
37,6847,8707,,9582,31,428
14,8533,10985,,12146,5,1239
10,7199,9178,analytic,10103,5,476
6,27,13563,,15080,4,1175
18,10442,13564,,15081,13,1129
31,9810,12701,,14116,1692,2233
6,10443,13565,,15082,525,115
18,27,4451,Analytics,15083,7,104
16,27,13212,,14680,4,127
18,5998,11761,Analytics,13016,4,1129
40,27,783,,8771,858,1649
44,115,135,,135,22,488
4,9520,12335,Analytics,13673,5,278
5,10444,13566,,15084,107,2517
15,10445,13567,,15085,4,2066
35,474,590,,603,4,2637
13,4144,5216,Analytics,5670,4,107
76,5384,13568,,15086,15,2258
16,10047,13025,,14475,7,1520
10,7836,10002,analytics,11049,1327,2258
13,10446,13569,,15087,13,1674
39,636,797,,818,13,586
35,8395,10790,,11927,13,772
38,1851,2310,,2459,104,1921
14,27,10279,,11367,15,2047
37,1399,1748,,1833,372,2350
16,4774,6021,,6560,4,2637
14,27,13254,Analytics,14727,7,104
44,10447,13570,,15088,4,1141
6,10448,11,,15089,48,2181
47,10449,13571,,12977,13,236
47,10450,13572,,15090,22,27
14,7350,10082,,15091,4,1125
17,8368,10755,Analytics,11888,4,1921
16,7264,9257,,6712,7,1566
17,1794,2243,Analytics,2384,440,2422
5,27,2122,Analytics,2248,15,104
39,10451,13573,,15092,13,812
39,27,1083,,1117,3,1029
24,1563,1950,,2056,3,1126
6,902,1136,Analytics,1175,4,1565
47,3077,11453,,12677,5,740
19,6630,8411,,9269,1083,2517
13,10452,13574,,15093,22,2449
24,3789,4753,,5167,4,1341
39,264,6130,Analytics,6695,4,1125
3,3718,2252,,5051,13,2748
22,6733,865,Analytics,890,4,104
18,27,1604,Analytics,14919,13,104
12,5123,6452,Analytics,7064,13,1114
37,8644,11130,Analytics,12314,15,2120
6,8881,11455,,12680,96,2226
9,10453,13575,,15094,13,2223
12,3469,5918,,6442,11,615
23,27,13576,,15095,4,1012
17,1619,3502,,3946,4,1125
12,10454,3716,,15096,4,2197
9,27,13577,,15097,535,2562
22,103,13387,Analytics,14878,4,281
15,10109,13105,,14566,13,806
51,8044,10297,Analytics,11386,259,1424
18,9271,12015,Analytics,13299,13,1936
37,1590,1987,analytics,2099,4,1068
19,2481,11075,,3315,4,477
93,2851,3570,Analytics,3838,13,601
9,9306,1550,,13352,4,516
5,1210,1513,,1582,4,227
8,7615,1802,,10724,15,2661
22,10455,13578,,15098,108,659
27,469,3940,Analytics,4259,22,2153
76,27,13579,,15099,22,755
6,27,7045,,9148,7,970
14,2136,2668,Analytics,1460,11,1114
5,8031,10275,,11362,5,799
13,10456,13580,,15100,13,1013
21,27,1603,Analytics,1679,3,569
80,10457,13581,,15101,91,1894
37,27,7294,Analytics,8000,7,2279
6,10458,13582,,15102,136,2081
39,5409,6817,analytics,7462,22,2153
9,4622,5835,Analytics,6351,5,2162
5,10459,13583,,15103,4,2398
61,27,13584,Analytics,15104,5,104
14,10460,13585,,15105,369,1320
47,186,11106,,221,4,486
40,27,1905,analytics,2009,7,2740
40,10461,13586,,15106,15,2247
22,27,13587,,15107,6,1749
13,10462,13588,,15108,241,574
52,145,13589,,2068,13,2025
27,10463,13590,,15109,225,1632
25,27,12628,,15110,4,104
47,8810,11361,Analytics,12579,4,1215
22,1945,11,,15111,465,920
72,556,694,,710,22,2143
17,27,307,,310,3,1522
17,6465,8198,Analytics,9042,4,464
42,3847,4826,,5248,13,368
12,3265,4092,,4421,7,616
79,586,1484,,751,13,1862
18,10464,13591,,15112,13,1656
39,3074,3845,,8344,34,34
13,27,9946,,10998,1323,2423
19,8880,11454,,12679,15,612
15,10465,13592,,15113,4,2258
15,9508,12315,,13651,13,749
35,7065,8998,,9903,629,956
56,1481,4658,,5058,4,1829
13,10466,13593,,15114,4,2374
35,10467,11,Analytics,15115,34,2392
27,10468,13594,,15116,4,370
8,116,136,Analytics,136,3,1125
39,2691,926,,3604,7,162
35,10190,13210,,14677,22,954
22,27,13595,,15117,22,104
37,9026,11663,,12905,1497,261
15,9736,12605,,14002,5,651
22,27,7933,analytics,8733,782,1701
64,9412,12191,,13509,4,2267
16,1936,2413,,2573,4,1680
22,953,2444,,13760,13,236
6,6265,7932,,8732,22,532
35,2410,2993,,3210,3,2574
46,7542,85,Analytics,10607,16,1956
45,27,1787,analytics,1874,376,63
13,10185,684,,14670,4,2145
6,10469,13596,,15118,1693,1009
15,10470,13597,,15119,7,1833
3,10471,172,Analytics,15120,3,2227
33,579,723,Analytics,2118,5,2239
6,27,13598,,15121,1694,2508
6,27,4420,,8252,348,1571
35,9712,12577,analytics,13961,49,1646
18,10472,13599,,15122,4,2672
6,4054,13600,,5526,22,1384
17,9741,259,,14008,49,2465
53,6555,8318,Analytics,9170,13,450
13,10473,13601,,15123,13,1445
49,27,85,,6424,13,1276
40,27,3891,,15124,16,751
11,27,5553,,6039,4,379
10,4442,10960,Analytics,12120,11,1114
20,1118,13602,,1451,4,2039
30,10474,13603,,15125,15,515
3,8887,11464,,12690,13,370
53,27,944,,15126,31,2038
26,7832,9994,,11041,13,2622
37,27,8684,,9561,4,918
6,6686,8485,Analytics,9354,120,1650
79,10475,13604,,15127,64,1881
9,10476,13605,,15128,1147,1292
80,3309,4145,Analytics,4483,4,1505
26,10477,13606,,15129,4,489
31,10478,13607,,15130,4,464
39,2039,2552,,15131,13,5
22,10254,13304,Analytics,14780,13,2672
47,27,13608,,15132,4,1199
1,6561,2684,Analytics,9176,11,1114
31,27,13609,,15133,5,268
40,27,1932,,2036,394,1847
49,8312,10668,,11795,5,1406
31,27,3893,,4211,57,2093
6,27,6869,,15134,49,1315
26,4133,13610,analytics,15135,4,1115
13,27,12349,,1315,3,1261
18,10479,11,,15136,178,470
26,1815,2273,analytics,2416,14,1958
6,10480,13611,,409,126,2403
16,10481,1980,,15137,7,1696
6,27,13612,,7594,1695,2582
26,8633,11111,,12294,1448,80
37,1687,2115,,2240,354,2126
13,27,788,,808,204,1377
12,4715,2761,Analytics,6480,7,104
38,6879,8745,,9626,1099,1485
22,27,12074,,13370,15,577
4,4690,5927,Analytics,6450,13,1066
13,10446,13569,,15087,13,1674
6,10482,3436,,15138,4,1244
17,5461,6891,,7543,1016,283
24,10483,13613,,15139,13,1384
15,127,149,Analytics,150,52,1573
38,10484,13614,,15140,1696,481
12,7014,13615,,15141,4,1706
9,9673,12528,,13904,4,2688
31,27,13616,,15142,15,2232
53,10485,13617,,15143,13,514
26,9443,12228,,13556,4,1446
30,27,8293,Analytics,1713,7,2030
9,9723,12591,,13982,13,880
9,718,2617,,927,5,516
17,3554,13618,,15144,1697,1628
6,27,12813,,14243,266,604
7,7,7,Analytics,7,3,1125
35,10270,2057,Analytics,14803,52,2471
93,10300,2911,,14850,368,2350
5,27,13619,,15145,34,1775
46,297,4397,Analytics,384,13,2435
35,10486,13620,,6470,13,1250
18,7477,13399,,10520,13,2517
35,8448,10871,,12019,4,2189
3,9399,12173,Analytics,13490,304,1141
15,27,9209,,10135,22,1660
6,7636,9739,,10761,173,499
9,3712,4645,Analytics,5042,11,956
46,2800,259,,3769,4,10
1,3188,13621,Analytics,15146,225,1956
35,1800,5051,,5479,784,1054
56,9552,7862,,13725,446,2074
26,6227,7881,,8677,22,2409
14,10487,13622,,15147,13,2566
16,27,13423,,14920,49,191
35,506,627,,641,1698,1689
9,27,13623,,15148,15,484
39,1914,11768,,13024,4,2251
24,9854,12756,Analytics,14177,4,693
31,27,1203,,1246,58,74
47,10488,13624,,15149,49,1418
6,207,247,,251,11,1881
21,9406,12185,,13502,518,710
21,8222,10543,,11656,1068,566
4,1605,2010,analytics,2125,7,1881
20,7192,9164,Analytics,10090,4,668
53,27,13625,,7925,34,1753
61,7969,10191,Analytics,11260,3,1956
49,1029,6308,Analytics,6898,5,1114
35,7759,9888,,10938,120,252
31,27,279,,59,1064,654
57,27,9185,,10109,6,924
25,1862,3922,Analytics,10337,442,1125
35,3282,4112,,15150,13,1589
14,10489,13626,,15151,4,1384
24,29,7349,,13750,15,105
40,27,13627,,12295,34,246
35,9378,12147,,13457,4,1881
11,6200,13628,,15152,4,2460
6,9970,12906,,14346,7,2415
35,187,219,Analytics,223,13,1881
46,7403,9435,,10409,5,918
8,10490,13629,,15153,22,1957
72,27,13630,,15154,265,2515
26,27,9559,,15155,4,1664
22,27,13631,,15156,169,1116
5,27,13632,,15157,25,50
19,27,2217,,2355,4,379
14,1504,1872,,3505,14,841
4,10491,13633,Analytics,15158,5,372
22,27,639,Analytics,1500,4,104
22,2491,3105,,3329,5,2660
8,5140,6473,analytics,7087,15,2453
45,5804,7323,,8029,88,852
24,803,1007,,1039,4,2733
6,27,3661,Analytics,3939,7,2030
20,4956,6230,,6808,13,103
12,10285,13348,,14831,4,1540
47,1313,12928,,14370,4,669
37,10492,13634,,14627,65,28
37,1765,2206,Analytics,9023,266,1881
47,27,1913,,15159,10,3
44,3280,4110,Analytics,1473,13,2600
6,3473,4349,,4712,13,993
52,4931,1244,,15160,577,742
37,27,4037,,4360,377,2665
39,9248,11982,Analytics,13258,22,2564
24,27,2046,analytics,2166,247,1796
65,5365,13635,,15161,13,2130
19,9494,12298,,13632,4,2597
6,210,252,,255,13,2387
51,10493,7682,,15162,22,1103
14,7587,9670,Analytics,5925,13,516
8,10494,13636,,15163,7,99
1,27,11523,Analytics,12756,4,1660
113,7755,9884,,10933,4,26
53,27,13637,,15164,70,2208
37,1992,2485,Analytics,2650,7,1567
5,208,249,,252,4,247
6,10495,13638,,15165,22,1271
53,27,2745,,2932,1699,816
53,4520,13639,,6207,1700,1212
37,10496,13640,Analytics,15166,64,1822
22,2401,2982,Analytics,3196,4,862
35,10497,13641,,11379,225,1378
91,3725,1980,analytics,5063,6,1952
15,7822,9978,,11026,15,1345
66,7725,12978,,10892,5,1425
11,10498,191,Analytics,15167,7,1957
31,27,11219,,15168,22,40
1,9557,12384,,14511,4,2384
18,3794,4760,,5175,746,38
39,9395,6201,,6771,22,2350
25,1862,3922,Analytics,4241,442,1114
20,27,5097,,5533,6,1735
39,10499,13642,,15169,7,992
23,3907,4901,Analytics,5326,4,2375
18,562,284,Analytics,287,4,104
26,523,654,Analytics,668,5,1125
24,3308,85,,4481,13,550
15,10500,13643,,15170,4,2487
26,5667,7138,,7824,13,2672
13,49,13644,,13984,13,551
18,27,8816,,9704,13,950
8,27,13645,,15171,13,1789
5,10501,6557,,4839,4,104
24,2141,2675,Analytics,2856,5,735
53,2065,783,Analytics,2758,5,95
14,29,327,Analytics,9862,5,104
6,2870,3595,,4193,15,517
17,4441,401,Analytics,6106,867,2430
26,27,13646,,15172,4,2736
6,6239,7897,,8698,15,1762
5,27,2122,Analytics,2248,13,104
36,27,13647,,15173,1701,794
22,10502,13648,,15174,5,2228
37,10503,13649,,15175,4,548
26,4721,5955,,6486,272,2743
46,10504,13650,,15176,13,516
50,27,3282,,15177,592,2402
15,4476,5652,,6152,296,760
14,2574,13651,,3444,15,1380
